Scheme_Name	Asset_Value
PGIM India Corporate Bond Fund - Premium Plus Plan - Growth	21.588
PGIM India Corporate Bond Fund - Quarterly Dividend	11.5074
PGIM India Premier Bond Fund - Annual Bonus	24.9334
PGIM India Premier Bond Fund - Bonus	15.2260
PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus	13.2164
PGIM India Premier Bond Fund - Half-Yearly Bonus	13.5688
SBI Corporate Bond Fund - Direct Plan - Growth	16.1230
SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	15.2185
SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	15.6738
SBI Corporate Bond Fund - Regular Plan - Growth	15.6393
SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	14.7596
SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	15.1953
Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	13.0091
Sundaram Corporate Bond Fund Direct Plan - Growth	41.8844
Sundaram Corporate Bond Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	17.7706
Sundaram Corporate Bond Fund Direct Plan - Income Distribution cum Capital Withdrawal(IDCW)	17.9673
Sundaram Corporate Bond Fund Direct Plan -Income Distribution cum Capital Withdrawal (IDCW)	18.5296
Sundaram Corporate Bond Fund Direct Plan-Income Distribution cum Capital Withdrawal(IDCW)	20.0552
Sundaram Corporate Bond Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW )	19.4226
Sundaram Corporate Bond Fund Regular Plan -Income Distribution cum Capital Withdrawal(IDCW)	16.9548
Sundaram Corporate Bond Fund Regular Plan- Growth	40.4879
Sundaram Corporate Bond Fund Regular Plan- Income Distribution cum Capital Withdrawal (IDCW)	17.9561
Sundaram Corporate Bond Fund Regular Plan-Income Distribution cum Capital Withdrawal (IDCW)	17.6302
Tata Corporate Bond Fund-Direct Plan-Growth	12.7101
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout	12.7101
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment	12.7101
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout	12.7101
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment	12.7101
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout	12.7101
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment	12.7101
Tata Corporate Bond Fund-Regular Plan-Growth	12.4426
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout	12.4426
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment	12.4426
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout	12.4426
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment	12.4426
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout	12.4426
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment	12.4426
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH	1213.7853
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW	1161.6075
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH	1201.1859
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW	1147.3385
Union Corporate Bond Fund - Direct Plan - Growth Option	15.7635
Union Corporate Bond Fund - Direct Plan - IDCW Option	15.7635
Union Corporate Bond Fund - Regular Plan - Growth Option	15.4051
Union Corporate Bond Fund - Regular Plan - IDCW Option	15.4051
UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option	6.8146
UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option	7.3484
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW	1.504
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW	1.4941
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW	1.4429
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW	2.3467
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW	1.4416
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW	1.4408
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW	1.4131
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW	1.8744
UTI Corporate Bond Fund - Direct Plan - Annual IDCW	13.5519
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW	14.9073
UTI Corporate Bond Fund - Direct Plan - Growth Option	16.9135
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW	14.4521
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW	14.7925
UTI Corporate Bond Fund - Regular Plan - Annual IDCW	13.2188
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW	14.5691
UTI Corporate Bond Fund - Regular Plan - Growth Option	16.5454
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW	13.9796
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW	14.3872
Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW	13.8175
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus	24.8323
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth	24.8334
Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW	12.5812
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus	17.7004
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth	22.6309
Axis Credit Risk Fund - Direct Plan - Growth	24.2746
Axis Credit Risk Fund - Direct Plan - Monthly IDCW	10.1621
Axis Credit Risk Fund - Direct Plan - Weekly IDCW	10.2967
Axis Credit Risk Fund - Regular Plan - Growth	21.6784
Axis Credit Risk Fund - Regular Plan - Monthly IDCW	10.1331
Axis Credit Risk Fund - Regular Plan - Weekly IDCW	10.1690
BANDHAN CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW	10.4517
BANDHAN Credit Risk Fund - Regular Plan Annual IDCW	10.4676
BANDHAN Credit Risk Fund - Regular Plan Growth	16.4808
BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW	10.4053
BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW	12.7980
BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW	10.5174
BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW	10.5775
BANDHAN Credit Risk Fund-Direct Plan-Growth	17.9184
BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW	13.2380
BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW	10.7200
BANK OF INDIA Credit Risk  Fund - Direct Plan	12.6025
BANK OF INDIA Credit Risk Fund - Regular Plan	12.2932
Baroda BNP Paribas Credit Risk fund - Regular-Quarterly- IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Quarterly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund - Regular-Weekly-IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Weekly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit risk fund -Defunct -Growth option -Seg-Portfolio 2 (erstwhile BBNPP Medium Duration Fund-Defunct Growth Option Seg.Portfolio1)	0.0000
Baroda BNP Paribas Credit Risk fund -Defunct -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Defunct-Monthly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Defunct -Weekly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Defunct-Weekly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct - Growth option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Growth option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Monthly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct -Quarterly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Quarterly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct -Weekly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-weekly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW	14.3086
Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW	12.8504
Baroda BNP Paribas Credit Risk fund -Direct-Daily IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-daily-IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option	24.7071
Baroda BNP Paribas Credit Risk fund -Regular -Daily-IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Daily-IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Regular -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Monthly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Regular-Growth -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular Growth Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option	22.4197
Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW	11.2649
Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW	11.8339
Baroda BNP Paribas Credit Risk Fund- Direct - Bonus Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Direct- Monthly IDCW Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Regular- Bonus Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Regular- Monthly IDCW Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Regular- Quarterly IDCW Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund-Defunct -Daily IDCW option - seg Portfolio 2 (erstwhile BBNPP Medium Duration fund Defunct Daily IDCW daily option Seg Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund-Direct- Quarterly IDCW Option- Segregated Portfolio- 1	0.0000
DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly	11.178
DSP Credit Risk Fund - Direct Plan - Growth	54.5233
DSP Credit Risk Fund - Direct Plan - IDCW	12.0774
DSP Credit Risk Fund - Direct Plan - IDCW - Daily	11.115
DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly	11.511
DSP Credit Risk Fund - Direct Plan - IDCW - Weekly	11.1167
DSP Credit Risk Fund - Regular Plan - IDCW	11.9888
DSP Credit Risk Fund - Regular Plan - IDCW - Daily	11.1095
DSP Credit Risk Fund - Regular Plan - IDCW - Monthly	11.245
DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly	11.377
DSP Credit Risk Fund - Regular Plan - IDCW - Weekly	11.1162
DSP Credit Risk Fund - Regular Plan -Growth	49.8921
Franklin India Credit Risk Fund - Direct - Growth	25.5650
Franklin India Credit Risk Fund - Direct - IDCW	14.0105
Franklin India Credit Risk Fund - Growth	25.3348
Franklin India Credit Risk Fund - IDCW	13.5858
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan	0.0000
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW	0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW	0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW	0.0000
HDFC Credit Risk Debt Fund - Growth Option	24.2851
HDFC Credit Risk Debt Fund - Growth Option - Direct Plan	26.2636
HDFC Credit Risk Debt Fund - IDCW Option	22.3626
HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan	23.0228
HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan	10.7555
HDFC Credit Risk Debt Fund - Quarterly IDCW Option	10.4179
HSBC Credit Risk Fund - Direct Annual IDCW	13.9237
HSBC Credit Risk Fund - Direct Growth	35.3193
HSBC Credit Risk Fund - Direct IDCW	12.3809
HSBC Credit Risk Fund - Regular Annual IDCW	12.8697
HSBC Credit Risk Fund - Regular Growth	32.5406
HSBC Credit Risk Fund - Regular IDCW	11.3619
HSBC Credit Risk Fund- Regular Plan - Bonus	32.0258
ICICI Prudential Credit Risk Fund - Annual IDCW	10.3035
ICICI Prudential Credit Risk Fund - Bonus	15.7498
ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW	10.4846
ICICI Prudential Credit Risk Fund - Direct Plan - Growth	35.4880
ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW	10.9750
ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW	11.9344
ICICI Prudential Credit Risk Fund - Direct Plan Bonus	14.6853
ICICI Prudential Credit Risk Fund - Growth	32.1704
ICICI Prudential Credit Risk Fund - Half Yearly IDCW	10.5892
ICICI Prudential Credit Risk Fund - Quarterly IDCW	11.2383
Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	2182.1369
Invesco India Credit Risk Fund - Direct Plan - Growth	2165.9678
Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1176.4445
Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment)	1941.74
Invesco India Credit Risk Fund - Regular Plan - Growth	1942.3437
Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment)	1426.4974
Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option	25.2057
Kotak Credit Risk Fund - Growth	29.7891
Kotak Credit Risk Fund - Growth - Direct	33.5586
Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option	12.9549
Nippon India Credit Risk Fund  - Growth Plan	35.4798
Nippon India Credit Risk Fund  - Institutional Growth Plan	37.0260
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option	0.0000
Nippon India Credit Risk Fund - Direct Plan - Growth Plan	39.0897
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option	21.1641
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option	13.7684
NIPPON INDIA CREDIT RISK FUND - IDCW Option	19.4616
NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option	13.1585
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan	0.5342
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option	0.2893
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option	0.2477
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan	0.5036
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option	0.2763
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan	0.4333
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option	0.2405
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan	0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan	0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan	0.0000
SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	15.8085
SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	23.1841
SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH	49.8197
SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	15.2526
SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH	46.0837
SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	20.8337
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct  Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Flexi  Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Flexi  Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 17022020) - Direct Plan - Growth Option	2.6874
UTI - Credit Risk Fund (Segregated - 17022020) - Regular Plan - Growth Option	2.4018
